path,name,description,url
./models/yoroppaken-katsudon.glb,カツ丼,ヨーロッパ軒神明分店（鯖江）の「カツ丼定食」,http://yo-roppaken.gourmet.coocan.jp/sub3.htm
./models/amidasoba-oroshisoba.glb,おろしそば,あみだそばの「おろしそば三昧」,https://www.amidasoba.com/menu_fukunoi
